SMILES,tg
*CC(*)(C)C(=O)OCCN(CC)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,126
*CC(*)C(=O)OCCN(CC)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,102
*CC(*)C(=O)OCCCCCC(=O)Oc1ccc(-c2ccc(C#N)cc2)cc1,38
*CCCC(*)(C)C(=O)O,132
*CC(*)(C)C(=O)NC(=O)Oc1ccc(S(=O)(=O)c2ccc(O)cc2)cc1,182
*CC(*)(C)C(=O)NC(=O)OCCOc1ccc(S(=O)(=O)c2ccc(OCCO)cc2)cc1,131
*CC(*)(C)C(=O)NC(=O)OC(C)COc1ccc(S(=O)(=O)c2ccc(OCC(C)O)cc2)cc1,73
*CC(*)(C)C(=O)NC(=O)Oc1c(Br)cc(S(=O)(=O)c2cc(Br)c(O)c(Br)c2)cc1Br,116
*CC(*)(C)C(=O)NC(=O)OCCOc1c(Br)cc(S(=O)(=O)c2cc(Br)c(OCCO)c(Br)c2)cc1Br,110
*CC(*)(C)C(=O)NC(=O)OC(C)COc1c(Br)cc(S(=O)(=O)c2cc(Br)c(OCC(C)O)c(Br)c2)cc1Br,45
*CC(*)(C)C(=O)OCCOC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,92
*CC(*)C(=O)OCCCCCCOc1ccc(C(=O)Oc2ccc(C#N)cc2)cc1,19.5
*CC(*)(C)C(=O)OCCCCn1c2ccccc2c2ccccc21,59.2
*CC(*)C(=O)OCCCOc1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,45.6
*CC(*)C(=O)OCCCCOc1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,36.7
*CC(*)C(=O)OCCCCCCOc1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,35.8
*CC(*)C(=O)NCCCCCC(=O)O,68
*CC(*)C(=O)OCc1c(Br)c(Br)c(Br)c(Br)c1Br,181
*CC(*)(CCC(C)C(=O)OC)C(=O)OC,34
*CC(*)C(=O)O[Na],114.4
*CCC(C(=O)OC)C(*)C(=O)OC,31.2
*CC(*)(C)C(=O)OCC#C,58
*CC(*)(C#N)C(=O)OCC(C)C,51
*CC(*)(C#N)C(=O)OC(C)C,66
*CC(*)(C#N)C(=O)OCCCCCCC,102
*CC(*)C(=O)OC1CCCCCCCCCCC1,37
*CC(*)F,41
*CC(*)Cl,80
*CC(*)(F)F,-34.4
*CC(*)(Cl)Cl,-16.5
*C(F)C(*)(F)F,31.45
*C(*)(F)F,120
*C(F)(F)C(*)(F)Cl,52.1
*CC/C=C(/*)Cl,-20
*C(*)F,102
*CC(*)(F)C(F)(F)F,49
*C(F)(F)C(*)(F)C(F)(F)F,158.5
*CC(*)C(F)(F)F,29.5
*CC(*)C(F)(F)C(F)(F)F,41
*CC(*)C(F)(F)C(F)(F)C(F)(F)F,58
*CCC(F)(F)C(*)(F)F,-108
*CC(F)(F)CC(*)(C(F)(F)F)C(F)(F)F,132
*CCCCCCCCC(Cl)C(*)Cl,-30
*CCCCCCCCCCC(Cl)C(*)Cl,-32
*CCCC(Cl)C(*)Cl,42
*CC(F)(F)/C(F)=C(/*)Cl,-17
*/C=C(\F)C(F)(F)C*,-35
*/C(F)=C(\F)C(F)(C(*)(F)F)C(F)(F)F,-3
*C(*)(F)Cl,77
*C(F)(F)C(*)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,232.5
*CC(*)CCI,70
*CC(*)CCCCCCCCCI,-6
*CC(*)CCCI,30
*C(F)(F)C1(F)C(F)(F)C(*)(F)C(F)(F)C(F)(Cl)C1(F)F,147
*C(F)(F)C1(F)C(F)(F)C(*)(F)C1(F)F,122
*C(F)(F)C1(F)C(F)(F)C(*)(F)C(F)(F)C(F)(F)C1(F)F,101
*C(F)(F)C1(F)C(F)(F)C(*)(F)C(F)(F)C1(F)F,117
*CCCCCC(Cl)C(*)Cl,-17
*CCC(Cl)C(*)Cl,70
*CC/C=C(/*)C,-67
*/C=C/C(C)C*,-35
*CC/C(C)=C(/*)C,4
*C1C=CC(*)CC1,125.5
*CC(*)C=C,-7
*CC/C=C(/*)CCCCCCCCCC,-53
*CO*,-71
*OC(*)C,-19.5
*OC(*)CCC,-41
*CCO*,-56
*CC(C)O*,-70.2
*CC(CCl)O*,-23.3
*CC(CBr)O*,-14
*CC(CC)O*,-71.5
*CC(COC)O*,-62
*CC(C)(C)O*,40.5
*CC(CCCC)O*,-69
*CC(O*)C(C)(C)C,41
*CC(COCC)O*,-61
*CC(COCC=C)O*,-75.5
*CC(COCCCC)O*,-79
*CC(CCCCCC)O*,-67
*CC(COCCCCCC)O*,-85.5
*CC(O*)c1ccccc1,34
*CC(COc1ccccc1)O*,42
*OC(F)(F)C(*)(F)F,-48
*CCCO*,-73.6
*CC(C)(C)CO*,-50
*CC(CO)(CO)CO*,99
*CC(CCl)(CCl)CO*,6.5
*CCCCO*,-80
*CCCCCCCCO*,-13
*Oc1ccc(*)cc1,85
*Oc1cccc(*)c1,53
*Oc1c(C)cc(*)cc1C,212
*Oc1c(C)cc(*)cc1C(C)CCC,100
*Oc1c(C)cc(*)cc1C(C)CCCC,85
*Oc1c(OC)cc(*)cc1OC,174.1
*Oc1c(-c2ccccc2)cc(*)cc1-c1ccccc1,220
*CCOCO*,-64
*CCCCOCO*,-84
*CCCCCOCO*,-80
*CCCCSSCCCCO*,-76
*CCCCSSCCCCOCO*,-76
*CCSSCCOCO*,-57.5
*CCSSCCO*,-53
*CCSSSSCCO*,-40
*CCOCCOC(=O)CCCCCCCC(=O)O*,-71
*CCOCCOC(=O)CCCCCCCCC(=O)O*,-74.5
*C(=O)OCCOC(=O)c1ccc(*)o1,88.95
*OC(C)COCC(C)OC(=O)c1ccccc1C(*)=O,25
*CCOCCOC(=O)c1cccc(C(=O)O*)c1,16
*CCOC(=O)c1ccc(O*)cc1,84
*Oc1ccc(C(=O)OCCOC(=O)c2ccc(*)cc2)cc1,74
*CCCCOc1ccc(C(=O)OCCOC(=O)c2ccc(O*)cc2)cc1,53
*Oc1ccc(C(=O)OCCCCCOC(=O)c2ccc(*)cc2)cc1,26
*Oc1ccc(C(=O)OCCCCCCOC(=O)c2ccc(*)cc2)cc1,15
*CC(=O)NCCCCCCNC(=O)CO*,10
*CCCNC(=O)CCCCC(=O)NCCCO*,34
*CC(=O)NCCCCCCNC(=O)Cc1ccc(O*)cc1,69.5
*CC(=O)NCCCCCCNC(=O)CCc1ccc(O*)cc1,72
*CC(=O)NCCCCCCNC(=O)COc1ccc(O*)cc1,67
*CCCNC(=O)c1ccc(C(=O)NCCCO*)cc1,72
*CCCCC(=O)NCc1ccc(CNC(=O)CCCCO*)cc1,70
*CCC(=O)NCc1cc(C)c(CNC(=O)CCO*)cc1C,80
*Oc1ccc(C(=O)NCC(C)(C)CCCNC(=O)c2ccc(*)cc2)cc1,155
*Oc1ccc(NC(=O)c2cccc(C(=O)Nc3ccc(*)cc3)c2)cc1,264
*Oc1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(*)cc3)cc2)cc1,240.5
*CCOCCOC(=O)NCCCCCCNC(=O)O*,17
*CCOCCOCCOC(=O)NCCCCCCNC(=O)O*,-6.5
*CC(=O)OC(=O)COc1ccc(O*)cc1,70
*COc1ccc(C(=O)OC(=O)c2ccc(O*)cc2)cc1,84
*CCOc1ccc(C(=O)OC(=O)c2ccc(O*)cc2)cc1,45
*CCCOc1cccc(C(=O)OC(=O)c2cccc(O*)c2)c1,53
*CCCOc1ccc(C(=O)OC(=O)c2ccc(O*)cc2)cc1,95
*CCCCOc1cccc(C(=O)OC(=O)c2cccc(O*)c2)c1,20
*CCCCOc1ccc(C(=O)OC(=O)c2ccc(O*)cc2)cc1,45
*CCCCCOc1ccc(C(=O)OC(=O)c2ccc(O*)cc2)cc1,53
*CCCCCOc1cccc(C(=O)OC(=O)c2cccc(O*)c2)c1,61
*CCCCCCOc1ccc(C(=O)OC(=O)c2ccc(O*)cc2)cc1,47
*COCOc1ccc(C(=O)OC(=O)c2ccc(O*)cc2)cc1,57
*CCOCCOc1ccc(C(=O)OC(=O)c2ccc(O*)cc2)cc1,41
*CC(=O)OC(=O)COc1ccc(C(C)(C)c2ccc(O*)cc2)cc1,105
*Oc1ccc(Oc2ccc(OC(*)=O)cc2)cc1,118
*c1ccc(-c2ccc3nc(Oc4cc(-c5ccccc5)c5cc(*)ccc5n4)cc(-c4ccccc4)c3c2)cc1,300
*c1ccc(-c2ccc(-c3ccc4nc(Oc5cc(-c6ccccc6)c6cc(*)ccc6n5)cc(-c5ccccc5)c4c3)cc2)cc1,308
*c1ccc(Oc2ccc(-c3ccc4nc(Oc5cc(-c6ccccc6)c6cc(*)ccc6n5)cc(-c5ccccc5)c4c3)cc2)cc1,268.5
*Oc1ccc(C(C)(C)c2ccc(Oc3ccc(*)nn3)cc2)cc1,180
*c1ccc(Oc2ccc(-c3nc4ccc(-c5ccc6nc(*)c(-c7ccccc7)nc6c5)cc4nc3-c3ccccc3)cc2)cc1,306
*O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)c1ccc(Oc2ccc([Si](*)(C)C)cc2)cc1,-65
*O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)c1ccc(Oc2ccc([Si](*)(C)C)cc2)cc1,-52
*O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)c1ccc(Oc2ccc([Si](*)(C)C)cc2)cc1,-37
*Oc1ccc(S(=O)(=O)c2ccc(*)cc2)cc1,225
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(C)(C)c4ccc(*)cc4)cc3)cc2)cc1,186
*CCOCCOC(=O)c1ccccc1C(=O)O*,-50
*OC(*)CCCCCC,-116
*CCOCCOC(=O)C(=O)O*,-28
*CCOCCOC(=O)CC(=O)O*,-41.5
*CCOCCOC(=O)C(C)C(=O)O*,-29
*CCOCCOC(=O)C(CCC)C(=O)O*,-38
*CCOCCOC(=O)C(CCCCC)C(=O)O*,-47
*CCOCCOC(=O)C(CCCCCCC)C(=O)O*,-58
*CCOCCOC(=O)C(CCCCCCCCC)C(=O)O*,-59
*CCOCCOC(=O)CCC(=O)O*,-38.2
*CCOCCOC(=O)CCCC(=O)O*,-55
*CCOCCOC(=O)CCCCC(=O)O*,-51
*CCOCCOC(=O)CCCCCC(=O)O*,-41.5
*CCOCCOC(=O)CCCCCCC(=O)O*,-66
*CCOCCOC(=O)CCCCCCCCCCCCCCCCC(=O)O*,-68
*CCOC(=O)c1ccc(C(C)(CC)c2ccc(C(=O)O*)cc2)cc1,95
*c1ccc(Oc2ccc(-c3cnc4ccc(-c5ccc6nc(*)cnc6c5)cc4n3)cc2)cc1,280
*c1ccc(Oc2ccc(Oc3ccc(-c4cnc5ccc(-c6ccc7ncc(*)nc7c6)cc5n4)cc3)cc2)cc1,235
*c1ccc(Oc2ccc(Oc3ccc(Oc4ccc(-c5cnc6ccc(-c7ccc8ncc(*)nc8c7)cc6n5)cc4)cc3)cc2)cc1,216
*c1ccc(-c2cnc3ccc(Oc4ccc5ncc(*)nc5c4)cc3n2)cc1,306
*c1ccc(Oc2ccc(-c3cnc4ccc(Oc5ccc6nc(*)cnc6c5)cc4n3)cc2)cc1,270
*c1ccc(-c2nc3cc(Oc4ccc5nc(-c6ccccc6)c(*)nc5c4)ccc3nc2-c2ccccc2)cc1,304
*c1cccc(-c2nc3cc(Oc4ccc5nc(-c6ccccc6)c(*)nc5c4)ccc3nc2-c2ccccc2)c1,270
*Oc1ccc(Oc2ccc(Oc3ccc(C(=O)c4ccc(*)cc4)cc3)cc2)cc1,150.5
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(Cc4ccc(*)cc4)cc3)cc2)cc1,189.55
*C(=O)c1ccc2nc(-c3ccccc3)c(-c3ccc(Oc4ccc(-c5nc6cc(*)ccc6nc5-c5ccccc5)cc4)cc3)nc2c1,271
*c1ccc(Oc2ccc(-c3nc4cc(S(=O)(=O)c5ccc6nc(-c7ccccc7)c(*)nc6c5)ccc4nc3-c3ccccc3)cc2)cc1,290
*c1ccc(Oc2ccc(Oc3ccc(Oc4ccc(-c5cnc6ccc(-c7ccc8nc(*)cnc8c7)cc6n5)cc4)cc3)cc2)cc1,216
*c1ccc(Oc2ccc(Oc3ccc(-c4cnc5ccc(-c6ccc7nc(*)cnc7c6)cc5n4)cc3)cc2)cc1,235
*c1ccc(Oc2ccc(-c3cnc4ccc(-c5ccc6ncc(*)nc6c5)cc4n3)cc2)cc1,305
*c1ccc(-c2cnc3cc(Oc4ccc5nc(*)cnc5c4)ccc3n2)cc1,306
*c1ccc(Oc2ccc(-c3cnc4cc5nc(*)cnc5cc4n3)cc2)cc1,353
*c1ccc(Oc2ccc(-c3nc4cc(Oc5ccc6nc(-c7ccccc7)c(*)nc6c5)ccc4nc3-c3ccccc3)cc2)cc1,263
*c1ccc(Oc2ccc(-c3nc4cc(-c5ccc6nc(-c7ccccc7)c(*)nc6c5)ccc4nc3-c3ccccc3)cc2)cc1,300
*c1cccc(-c2nc3ccc(Oc4ccc5nc(*)c(-c6ccccc6)nc5c4)cc3nc2-c2ccccc2)c1,270
*c1ccc(-c2nc3ccc(Oc4ccc5nc(*)c(-c6ccccc6)nc5c4)cc3nc2-c2ccccc2)cc1,304
*CC(O)COc1ccc(C(C)(C)c2ccc(O*)cc2)cc1,91
*CC(O)COc1ccc(Cc2ccc(O*)cc2)cc1,143.2
*CC(O)COc1ccc(S(=O)(=O)c2ccc(O*)cc2)cc1,167.5
*OC(F)(F)C(F)(F)C(F)(F)C(*)(F)F,-55
*CC(CCCCCCCCCC)O*,-41
*CC(CC(Cl)(Cl)Cl)O*,-36
*CCC(C)O*,-50
*CC(C)CO*,-55
*CC(CC)(CCl)CO*,20
*CCOCC(CCl)O*,-40
*CC(COC(F)(C(F)(F)F)C(F)(F)F)O*,-43
*CC(O*)C1CC(F)(F)C1(F)F,-25
*Oc1c(C)cc(*)cc1-c1ccccc1,180
*Oc1c(-c2ccccc2)cc(*)cc1-c1ccc(C)cc1,218
*Oc1c(-c2ccccc2)cc(*)cc1-c1ccc(C(C)(C)C)cc1,240
*Oc1c(-c2ccccc2)cc(*)cc1-c1ccccc1-c1ccccc1,211
*Oc1c(-c2ccccc2)cc(*)cc1-c1cccc2ccccc12,234
*CC1CC(*)OCO1,68
*CC1CC(*)OC(CCC)O1,58
*Oc1ccc(CC2(Cc3ccc(*)cc3)c3ccccc3-c3ccccc32)cc1,138
*CC(O)COc1ccc(O*)cc1,60
*CC(O)COc1ccc(C(C)CC(C)(C)c2ccc(O*)cc2)cc1,75
*Oc1ccc(CC(Cc2ccc(*)cc2)(C(=O)OCC)C(=O)OCC)cc1,54
*Oc1ccc(CC(C#N)(Cc2ccc(*)cc2)c2ccccc2)cc1,143
*Oc1ccc(CC(C#N)(C#N)Cc2ccc(*)cc2)cc1,147
*Oc1ccc(-c2ccc(OC(*)(Oc3ccccc3)Oc3ccccc3)cc2)cc1,112
*Oc1ccc(-c2ccc(OC(*)(Oc3ccccc3)Oc3ccccc3)c(C)c2)cc1C,125
*CC(O)COc1ccc(C2CC(C(C)C)CCC2(C)c2ccc(O*)cc2)cc1,175
*CC(COc1ccc(C(C)(C)c2ccc(O*)cc2)cc1)OC(C)=O,60
*CC(COc1ccc(C(C)(C)c2ccc(O*)cc2)cc1)OC(=O)CCl,65
*CC(COc1ccc(C(C)(C)c2ccc(O*)cc2)cc1)OC(=O)CC,60
*CC(COc1ccc(C(C)(C)c2ccc(O*)cc2)cc1)OC(=O)c1ccccc1,65
*CC(COc1ccc(C(C)(C)c2ccc(O*)cc2)cc1)OC(=O)c1ccccc1Cl,66
*Oc1ccc(C(C)(C)c2ccc(OC(*)(Oc3ccccc3)Oc3ccccc3)cc2)cc1,92
*CC(O)COc1ccc(C(C)(C)c2ccc(O*)c(Cl)c2)cc1Cl,85
*CC(O)COc1c(Cl)cc(C(C)(C)c2cc(Cl)c(O*)c(Cl)c2)cc1Cl,135
*CC(COc1c(Cl)cc(C(C)(C)c2cc(Cl)c(O*)c(Cl)c2)cc1Cl)OC(C)=O,100
*CC(O)COc1ccc(C(C)(CC)c2ccc(O*)cc2)cc1,95
*CC(O)COc1ccc(C(C)(c2ccccc2)c2ccc(O*)cc2)cc1,115
*CC(COc1ccc(C(C)(c2ccccc2)c2ccc(O*)cc2)cc1)OC(C)=O,110
*CC(COc1ccc(C(C)(c2ccccc2)c2ccc(O*)cc2)cc1)OC(=O)c1ccccc1,126
*CC(COc1ccc(O*)cc1)OC(C)=O,49
*CCOCCOCCOc1ccc(/C=C(\C)c2ccc(O*)cc2)cc1,16
*CCOCCOCCOCCOc1ccc(/C=C(\C)c2ccc(O*)cc2)cc1,7.5
*OC1CCCCC1*,68.5
*CC(O)COc1ccc(C(C)(C)C2CCC(C)(c3ccc(O*)cc3)CC2)cc1,135
*CC(O)COc1ccc(C2(C)CC(C)(C)c3cc(O*)ccc32)cc1,120
*CC(O)COc1ccc(C2CCCC(CC)(c3ccc(O*)cc3)C2)cc1,140
*CC(COc1ccc(C2CCCC(CC)(c3ccc(O*)cc3)C2)cc1)OC(C)=O,107
*Oc1ccc(C(=O)OCCCOC(=O)c2ccc(*)cc2)cc1,57
*Oc1ccc(C(=O)OCCCCOC(=O)c2ccc(*)cc2)cc1,38
*CCC(=O)NCc1c(C)c(C)c(CNC(=O)CCO*)c(C)c1C,191
*CCOCCOCCOCCOC(=O)NCCCCCCNC(=O)O*,-17
*CCOCCOCCOCCOCCOCCOC(=O)NCCCCCCNC(=O)O*,-31
*Oc1cccc(Oc2cccc(OC(*)=O)c2)c1,71
*c1ccc(Oc2ccc(-c3nnc(*)o3)cc2)cc1,240
*c1ccc(Oc2ccc(C(C)(C)c3ccc(Oc4ccc(-c5nnc(*)o5)cc4)cc3)cc2)cc1,180
*c1ccc(C2(c3ccc(-c4nnc(*)o4)cc3)OC(=O)c3ccccc32)cc1,380
*c1ccc(-c2nnc(-c3cccc(-c4nnc(*)o4)c3)o2)cc1,278
*CCCCCCCCc1nc2ccc(-c3ccc4nc(*)oc4c3)cc2o1,223.5
*Oc1ccc(/N=N/c2ccc(Oc3ccc(C(C)(C)c4ccc(*)cc4)cc3)cc2)cc1,175
*Oc1ccc(Oc2ccc(C(=O)c3ccc(*)cc3)cc2)cc1,147.5
*Oc1ccc(C(C)(C)c2ccc(Oc3ccc(C(=O)c4ccc(*)cc4)cc3)cc2)cc1,155
*Oc1ccc(C(c2ccc(Oc3ccc(C(=O)c4ccc(*)cc4)cc3)cc2)(C(F)(F)F)C(F)(F)F)cc1,175
*Oc1ccc(C(C)(C)c2ccc(Oc3ccc(C(=O)c4ccc(C(=O)c5ccc(*)cc5)cc4)cc3)cc2)cc1,160
*Oc1ccc(C2(C)CCC(C(C)(C)c3ccc(Oc4ccc(C(=O)c5ccc(*)cc5)cc4)cc3)CC2)cc1,200
*Oc1cccc(S(=O)(=O)c2ccc(*)cc2)c1,175
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(c4ccc(*)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc2)cc1,199.7
*Oc1ccc(S(=O)(=O)c2ccc(Oc3c(C)cc(C(C)(C)c4cc(C)c(*)c(C)c4)cc3C)cc2)cc1,231.3
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(C)(C)c4ccc(*)c(Cl)c4)cc3Cl)cc2)cc1,205
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(C)(c4ccccc4)c4ccc(*)cc4)cc3)cc2)cc1,207
*Oc1c(-c2ccccc2)cc(*)cc1-c1cccc(C)c1,219
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(C)(C)c4ccc(OCCCCOc5ccc(C(C)(C)c6ccc(*)cc6)cc5)cc4)cc3)cc2)cc1,140
*Oc1ccc(S(=O)(=O)c2ccc(-c3ccc(S(=O)(=O)c4ccc(*)cc4)cc3)cc2)cc1,282
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(-c4ccc(*)cc4)cc3)cc2)cc1,221
*Oc1ccc(Oc2ccc(S(=O)(=O)c3ccc(*)cc3)cc2)cc1,210
*Oc1ccc(Oc2ccc(Oc3ccc(S(=O)(=O)c4ccc(*)cc4)cc3)cc2)cc1,192
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(Sc4ccc(*)cc4)cc3)cc2)cc1,175
*c1ccc2oc3ccc(S(*)(=O)=O)cc3c2c1,360
*c1ccc2oc3ccc(S(=O)(=O)c4ccc(Oc5ccc(S(*)(=O)=O)cc5)cc4)cc3c2c1,290
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C4CCCC(C(C)c5ccc(*)cc5)C4)cc3)cc2)cc1,230
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(c4ccccc4)(c4ccccc4)c4ccc(*)cc4)cc3)cc2)cc1,230
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C4(c5ccc(*)cc5)CC5CCC4C5)cc3)cc2)cc1,250
*Oc1ccc(S(=O)(=O)c2ccc3ccc(S(=O)(=O)c4ccc(*)cc4)cc3c2)cc1,250
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(c4ccc(*)cc4)C(C)C)cc3)cc2)cc1,200
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(=O)c4ccc(*)cc4)cc3)cc2)cc1,205
*Oc1ccc(S(=O)(=O)N(C)CCCCN(C)S(=O)(=O)c2ccc(Oc3ccc(C(C)(C)c4ccc(*)cc4)cc3)cc2)cc1,120
*CC(CC)(CC)CO*,-30
*CCOCCOCCOCCOCCOc1ccc(/C=C(\C)c2ccc(O*)cc2)cc1,17
*Oc1ccc(S(=O)c2ccc(Oc3ccc(C(C)(C)c4ccc(*)cc4)cc3)cc2)cc1,165
*CCCCCCCOc1ccc(-c2ccc(O*)c3ccccc23)c2ccccc12,129.5
*CCCCCCOc1ccc(-c2ccc(O*)c3ccccc23)c2ccccc12,109
*CCCCCOc1ccc(-c2ccc(O*)c3ccccc23)c2ccccc12,151
*CCCCOc1ccc(-c2ccc(O*)c3ccccc23)c2ccccc12,130
*CCCOc1ccc(-c2ccc(O*)c3ccccc23)c2ccccc12,182
*CCOCCOCCOC(=O)CCCCC(=O)O*,-49
*CCOCCOCCOC(=O)c1ccc(-c2ccc(C(=O)O*)cc2)cc1,20
*CCOCCOCCOC(=O)CCCCCC(=O)O*,-44.5
*OC(CCl)C(*)CCl,95
*CCOCC(=O)O*,-12.6
*CCCCCCCC(=O)OCC1(C)COC(*)OC1,-26
*CCCCCCCC(=O)OCCCCC1COC(*)O1,-44
*CC(O)CO*,17
*CCOCCOC(=O)c1ccccc1-c1ccccc1C(=O)O*,17
*CCOCCOC(=O)c1ccc(-c2ccc(C(=O)O*)cc2)cc1,50
*CCOCCOC(=O)c1ccc(C(=O)O*)cc1,21.9
*Oc1cccc(NC(=O)CCCCC(=O)Nc2ccc(*)cc2)c1,160
*Oc1ccc(NC(=O)CCCCC(=O)Nc2ccc(*)cc2)cc1,230
*Oc1cccc(NC(=O)CCCCCCCC(=O)Nc2ccc(*)cc2)c1,120
*Oc1ccc(NC(=O)CCCCCCCC(=O)Nc2ccc(*)cc2)cc1,160
*Oc1cccc(NC(=O)CCCCCCCCCCC(=O)Nc2ccc(*)cc2)c1,110
*Oc1ccc(NC(=O)CCCCCCCCCCC(=O)Nc2ccc(*)cc2)cc1,150
*Oc1cccc(NC(=O)CCCCCC(=O)Nc2ccc(*)cc2)c1,130
*Oc1ccc(NC(=O)CCCCCC(=O)Nc2ccc(*)cc2)cc1,180
*Oc1cccc(NC(=O)CCCCCCCCC(=O)Nc2ccc(*)cc2)c1,125
*Oc1ccc(NC(=O)CCCCCCCCC(=O)Nc2ccc(*)cc2)cc1,160
*Oc1cccc(NC(=O)CCCCCCC(=O)Nc2ccc(*)cc2)c1,140
*Oc1ccc(NC(=O)CCCCCCC(=O)Nc2ccc(*)cc2)cc1,180
*Oc1cccc(NC(=O)CCCCCCCCCC(=O)Nc2ccc(*)cc2)c1,110
*Oc1ccc(NC(=O)CCCCCCCCCC(=O)Nc2ccc(*)cc2)cc1,150
*Oc1ccc(C(=O)c2cccc(C(=O)c3ccc(*)c(CC)c3)c2)cc1CC,126
*Oc1c(C(C)C)cc(C(=O)c2cccc(C(=O)c3ccc(*)cc3)c2)cc1C(C)C,132
*Oc1ccc(C(=O)c2cccc(C(=O)c3ccc(*)c(C(C)C)c3)c2)cc1CC,136
*Oc1ccc(C(=O)c2cccc(C(=O)c3ccc(*)c(C(C)C)c3)c2)cc1C,147
*Oc1ccc(C(=O)c2ccc(C(=O)c3ccc(*)c(C(C)C)c3)cc2)cc1C,149
*c1ccc(-c2ccc(-c3cc(-c4ccc(Oc5ccc(-c6cc(*)nc7ccccc67)cc5)cc4)c4ccccc4n3)cc2)cc1,326
*c1ccc(-c2ccc(-c3nc4ccccc4c(-c4ccc(Oc5ccc(-c6c(-c7ccccc7)c(*)nc7ccccc67)cc5)cc4)c3-c3ccccc3)cc2)cc1,345
*c1ccc(Oc2ccc(-c3nc4ccc(Oc5ccc6nc(*)c(-c7ccccc7)c(-c7ccccc7)c6c5)cc4c(-c4ccccc4)c3-c3ccccc3)cc2)cc1,305
*c1ccc(-c2nc3ccc(Oc4ccc5nc(*)c(-c6ccccc6)c(-c6ccccc6)c5c4)cc3c(-c3ccccc3)c2-c2ccccc2)cc1,345
*c1ccc(Oc2ccc(-c3cc(-c4ccccc4)c4cc(Oc5ccc6nc(*)cc(-c7ccccc7)c6c5)ccc4n3)cc2)cc1,266
*c1ccc(-c2ccc(-c3nc4ccc(Oc5ccc6nc(*)c(-c7ccccc7)c(-c7ccccc7)c6c5)cc4c(-c4ccccc4)c3-c3ccccc3)cc2)cc1,351
*OC(F)(F)COC(=O)c1cccc(C(F)(F)C(F)(F)C(F)(F)c2cccc(C(=O)OCC(*)(F)F)c2)c1,30
*OC(F)(F)COC(=O)c1cccc(C(=O)OCC(*)(F)F)c1,28
*OC(F)(F)COC(=O)c1cc(OCCCCC)cc(C(=O)OCC(*)(F)F)c1,14
*Oc1cccc(C(=O)OCC(F)(F)C(F)(F)C(F)(F)COC(=O)c2cccc(*)c2)c1,20
*Oc1ccc(Oc2ccc(OC(=O)c3cccc(C(*)=O)c3)cc2)cc1,164.5
*Oc1ccc(Oc2ccc(OC(=O)c3cc(OCCCCC)cc(C(*)=O)c3)cc2)cc1,126
*ON(C(F)(F)C(*)(F)F)C(F)(F)C(F)(F)Br,-17
*ON(C(F)(F)F)C(F)(F)C(*)(F)F,-46
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C4(c5ccc(*)cc5)CCCCC4)cc3)cc2)cc1,226
*c1ccc(-c2ccc(-c3nc4cc(Oc5ccc6nc(-c7ccccc7)c(*)nc6c5)ccc4nc3-c3ccccc3)cc2)cc1,410
*c1ccc(-c2nc3cc(Oc4ccc5nc(*)c(-c6ccccc6)nc5c4)ccc3nc2-c2ccccc2)cc1,326
*c1ccc(Oc2ccc(-c3nc4cc(Oc5ccc6nc(*)c(-c7ccccc7)nc6c5)ccc4nc3-c3ccccc3)cc2)cc1,243
*c1ccc(Oc2ccc(-c3nc4ccc(Oc5ccc6nc(*)c(-c7ccccc7)nc6c5)cc4nc3-c3ccccc3)cc2)cc1,437
*c1ccc(Oc2ccc(-c3nc4cc(-c5ccc6nc(*)c(-c7ccccc7)nc6c5)ccc4nc3-c3ccccc3)cc2)cc1,292.5
